strategy,total_rollout_tokens_mean,total_rollout_tokens_std,attempted_groups_mean,attempted_groups_std,zero_variance_group_ratio_mean,zero_variance_group_ratio_std,effective_groups_mean,effective_groups_std,effective_groups_per_million_tokens_mean,effective_groups_per_million_tokens_std,last_20_zero_variance_group_ratio_mean,last_20_zero_variance_group_ratio_std,average_response_length_mean,average_response_length_std,fixed_last_accuracy_mean,fixed_last_accuracy_std,full_accuracy_mean,full_accuracy_std,full_correct_mean,full_correct_std,full_wrong_answer_mean,full_wrong_answer_std,full_wrong_format_mean,full_wrong_format_std,calibration_gap_mean,calibration_gap_std,observed_prompt_coverage_mean,observed_prompt_coverage_std
difficulty_beta05,4011329.3333333335,9862.38532675194,1125.3333333333333,20.132891827388637,0.3687777493859825,0.02505419187361149,710.0,15.394804318340652,176.9933271219398,3.415781378911793,0.4291666666666667,0.05241560677253799,378.7936970225722,5.609717262487827,0.7864583333333334,0.04773516348912333,0.7930250189537529,0.021133221932928527,1046.0,27.874719729532707,163.66666666666666,12.013880860626733,109.33333333333333,39.51371070063318,0.08008542017328035,0.009704115940085158,0.0317587760381819,0.0018750033058551867
vanilla,4017920.3333333335,5451.491386156079,1216.0,8.0,0.5268378010260686,0.006517503694118604,575.3333333333334,4.725815626252603,143.1916675423652,1.1309151624893046,0.6791666666666667,0.026020824993326593,353.91371386492347,2.557270392728898,0.7890625,0.02561499423555469,0.8071771544099064,0.009777883306622702,1064.6666666666667,12.89702808143541,161.66666666666666,4.932882862316249,92.66666666666667,8.082903768654761,,,,
