timestamp,event,step,grpo_step,rollout/mean,rollout/std,rollout/max,rollout/min,reward_mean,reward_std,group_reward_variance_mean,advantage_mean,advantage_std,zero_variance_group_ratio,effective_group_ratio,rollout/effective_rollout_ratio,format_reward_mean,answer_reward_mean,rollout/answer_zero_variance_group_ratio,all_correct_group_ratio,all_wrong_group_ratio,mixed_group_ratio,generated_response_tokens,rollout/prompt_tokens,total_rollout_tokens,average_response_length,train_batch/mean,train_batch/std,train_batch/max,train_batch/min,train_batch/reward_mean,train_batch/reward_std,train_batch/group_reward_variance_mean,train_batch/advantage_mean,train_batch/advantage_std,train_batch/zero_variance_group_ratio,train_batch/effective_group_ratio,train_batch/effective_rollout_ratio,train_batch/format_reward_mean,train_batch/answer_reward_mean,train_batch/answer_zero_variance_group_ratio,train_batch/all_correct_group_ratio,train_batch/all_wrong_group_ratio,train_batch/mixed_group_ratio,cumulative_generated_response_tokens,cumulative_rollout_tokens,sampling_strategy,batch_complete,attempted_groups,accepted_groups,discarded_zero_variance_groups,resample_rounds,sampling/accepted_generated_response_tokens,accepted_total_rollout_tokens,sampling/discarded_generated_response_tokens,discarded_total_rollout_tokens,sampling/cumulative_attempted_groups,sampling/cumulative_accepted_groups,sampling/cumulative_discarded_zero_variance_groups,sampling/cumulative_discarded_generated_response_tokens,cumulative_discarded_total_rollout_tokens
1789657639.9767637,rollout,0,1,0.6375000476837158,0.5296000242233276,1.100000023841858,0.0,0.6375000476837158,0.5296000242233276,0.15742188692092896,7.078051567077637e-08,0.9428038001060486,0.0,1.0,1.0,0.75,0.5625,0.125,0.0,0.125,0.875,24751,6152,30903,386.734375,0.6375000476837158,0.5296000242233276,1.100000023841858,0.0,0.6375000476837158,0.5296000242233276,0.15742188692092896,7.078051567077637e-08,0.9428038001060486,0.0,1.0,1.0,0.75,0.5625,0.125,0.0,0.125,0.875,24751,30903,dynamic,True,8,8,0,0,24751,30903,0,0,8,8,0,0,0
1789657654.8156564,rollout,1,2,0.7489583492279053,0.4998936355113983,1.100000023841858,0.0,0.7489583492279053,0.4998936355113983,0.13933594524860382,3.973643103449831e-08,0.7677678465843201,0.3333333432674408,0.6666666865348816,0.6666666865348816,0.8229166865348816,0.6666666865348816,0.4166666567325592,0.3333333432674408,0.0833333358168602,0.5833333134651184,34670,6320,40990,361.1458333333333,0.573437511920929,0.5319154262542725,1.100000023841858,0.0,0.573437511920929,0.5319154262542725,0.20900391042232513,5.21540641784668e-08,0.9428040981292725,0.0,1.0,1.0,0.734375,0.5,0.125,0.0,0.125,0.875,59421,71893,dynamic,True,12,8,4,2,24334,28502,10336,12488,20,16,4,10336,12488
1789657666.8079772,rollout,2,3,0.7097221612930298,0.50828617811203,1.100000023841858,0.0,0.7097221612930298,0.50828617811203,0.18380208313465118,5.794895940880451e-08,0.8881041407585144,0.1111111119389534,0.8888888955116272,0.8888888955116272,0.8472222089767456,0.625,0.1111111119389534,0.1111111119389534,0.0,0.8888888955116272,27886,4144,32030,387.30555555555554,0.6609375476837158,0.5190398097038269,1.100000023841858,0.0,0.6609375476837158,0.5190398097038269,0.20677734911441803,6.891787052154541e-08,0.9428070187568665,0.0,1.0,1.0,0.828125,0.578125,0.0,0.0,0.0,1.0,87307,103923,dynamic,True,9,8,1,1,24595,28299,3291,3731,29,24,5,13627,16219
1789657681.4824352,rollout,3,4,0.6947916150093079,0.5153169631958008,1.100000023841858,0.0,0.6947916150093079,0.5153169631958008,0.09386719018220901,2.2351741790771484e-08,0.7677674889564514,0.3333333432674408,0.6666666865348816,0.6666666865348816,0.8020833134651184,0.6145833134651184,0.4166666567325592,0.3333333432674408,0.0833333358168602,0.5833333134651184,36320,4936,41256,378.3333333333333,0.4921875298023224,0.5247235894203186,1.100000023841858,0.0,0.4921875298023224,0.5247235894203186,0.14080078899860382,2.9802322387695312e-08,0.9428036212921143,0.0,1.0,1.0,0.703125,0.421875,0.125,0.0,0.125,0.875,123627,145179,dynamic,True,12,8,4,2,26864,30560,9456,10696,41,32,9,23083,26915
1789657695.945591,rollout,4,5,0.6829544901847839,0.5047411322593689,1.100000023841858,0.0,0.6829544901847839,0.5047411322593689,0.158309668302536,-0.0006772862398065627,0.8022967576980591,0.27272728085517883,0.7272727489471436,0.7272727489471436,0.9204545617103577,0.5909090638160706,0.27272728085517883,0.1818181872367859,0.09090909361839294,0.7272727489471436,31296,5560,36856,355.6363636363636,0.651562511920929,0.5133123993873596,1.100000023841858,0.0,0.651562511920929,0.5133123993873596,0.2176758050918579,6.146728992462158e-08,0.9428070783615112,0.0,1.0,1.0,0.890625,0.5625,0.0,0.0,0.0,1.0,154923,182035,dynamic,True,11,8,3,2,23139,27403,8157,9453,52,40,12,31240,36368
1789657710.6268075,rollout,5,6,0.8072917461395264,0.4711117446422577,1.100000023841858,0.0,0.8072917461395264,0.4711117446422577,0.12436199188232422,5.587935447692871e-08,0.7677701115608215,0.3333333432674408,0.6666666865348816,0.6666666865348816,0.8854166865348816,0.71875,0.3333333432674408,0.3333333432674408,0.0,0.6666666865348816,35038,5408,40446,364.9791666666667,0.660937488079071,0.5190398097038269,1.100000023841858,0.0,0.660937488079071,0.5190398097038269,0.18654297292232513,7.82310962677002e-08,0.9428068995475769,0.0,1.0,1.0,0.828125,0.578125,0.0,0.0,0.0,1.0,189961,222481,dynamic,True,12,8,4,2,25306,29418,9732,11028,64,48,16,40972,47396
1789657723.274035,rollout,6,7,0.6875,0.5092498660087585,1.100000023841858,0.0,0.6875,0.5092498660087585,0.14521875977516174,4.7683716530855236e-08,0.8419367671012878,0.20000000298023224,0.800000011920929,0.800000011920929,0.875,0.6000000238418579,0.20000000298023224,0.20000000298023224,0.0,0.800000011920929,30986,5504,36490,387.325,0.5843750238418579,0.5207499861717224,1.100000023841858,0.0,0.5843750238418579,0.5207499861717224,0.18152344226837158,5.21540641784668e-08,0.9428068399429321,0.0,1.0,1.0,0.84375,0.5,0.0,0.0,0.0,1.0,220947,258971,dynamic,True,10,8,2,1,26106,30546,4880,5944,74,56,18,45852,53340
1789657738.0622604,rollout,7,8,0.8519231081008911,0.44372230768203735,1.100000023841858,0.0,0.8519231081008911,0.44372230768203735,0.11540865898132324,5.2727184396417215e-08,0.7373512387275696,0.38461539149284363,0.6153846383094788,0.6153846383094788,0.9230769276618958,0.7596153616905212,0.38461539149284363,0.38461539149284363,0.0,0.6153846383094788,36306,6624,42930,349.09615384615387,0.6968749761581421,0.5083333253860474,1.100000023841858,0.0,0.6968749761581421,0.5083333253860474,0.18753907084465027,8.195638656616211e-08,0.9428068995475769,0.0,1.0,1.0,0.875,0.609375,0.0,0.0,0.0,1.0,257253,301901,dynamic,True,13,8,5,2,23548,27852,12758,15078,87,64,23,58610,68418
1789657751.8068762,rollout,8,9,0.7272726893424988,0.49659237265586853,1.100000023841858,0.0,0.7272726893424988,0.49659237265586853,0.11002841591835022,6.502325078372451e-08,0.802291989326477,0.27272728085517883,0.7272727489471436,0.7272727489471436,0.9090909361839294,0.6363636255264282,0.3636363744735718,0.27272728085517883,0.09090909361839294,0.6363636255264282,30826,4928,35754,350.29545454545456,0.5875000357627869,0.517472505569458,1.100000023841858,0.0,0.5875000357627869,0.517472505569458,0.15128907561302185,9.685754776000977e-08,0.9428048133850098,0.0,1.0,1.0,0.875,0.5,0.125,0.0,0.125,0.875,288079,337655,dynamic,True,11,8,3,2,22839,26679,7987,9075,98,72,26,66597,77493
1789657765.8243833,rollout,9,10,0.6374999284744263,0.5287613868713379,1.100000023841858,0.0,0.6374999284744263,0.5287613868713379,0.1535937488079071,6.258487417198921e-08,0.8419368267059326,0.20000000298023224,0.800000011920929,0.800000011920929,0.75,0.5625,0.20000000298023224,0.10000000149011612,0.10000000149011612,0.800000011920929,31143,5000,36143,389.2875,0.659375011920929,0.5209023952484131,1.100000023841858,0.0,0.659375011920929,0.5209023952484131,0.19199219346046448,7.450580596923828e-08,0.9428069591522217,0.0,1.0,1.0,0.8125,0.578125,0.0,0.0,0.0,1.0,319222,373798,dynamic,True,10,8,2,2,24056,28008,7087,8135,108,80,28,73684,85628
