timestamp,event,step,grpo_step,train/loss,train/grad_norm,train/learning_rate,train/policy_entropy,train/response_tokens_in_step,train/step_time,train/elapsed_time,rollout/cumulative_generated_response_tokens,rollout/cumulative_rollout_tokens
1789653991.3997178,optimizer_step,0,1,-0.02767030958784744,0.33984375,2e-05,0.2713315604172491,24703,5.320371389389038,9.55690598487854,24751,30903
1789654000.9458876,optimizer_step,1,2,-0.027512642741816022,0.4296875,2e-05,0.2248445093846527,23866,4.995157241821289,19.103062391281128,48664,59160
1789654010.2967682,optimizer_step,2,3,-0.02104641533069265,0.318359375,2e-05,0.22230637747722604,25532,5.0615317821502686,28.4539577960968,74249,88905
1789654019.3547697,optimizer_step,3,4,-0.03194658608575871,0.357421875,2e-05,0.2330701067595748,23651,4.948027610778809,37.51194906234741,97957,116557
1789654028.4575546,optimizer_step,4,5,-0.04038001707594406,0.37890625,2e-05,0.3177848955414634,24885,4.917461156845093,46.61474418640137,122884,144876
1789654037.5599782,optimizer_step,5,6,-0.033794772026931666,0.287109375,2e-05,0.19812725788732066,23324,5.020558834075928,55.71715831756592,146264,171792
1789654046.7521012,optimizer_step,6,7,-0.0295764457592933,0.29296875,2e-05,0.26081897337101395,24334,4.993702411651611,64.90928959846497,170651,200083
1789654055.7614763,optimizer_step,7,8,-0.02477273382345297,0.28515625,2e-05,0.18671817283445208,21838,5.02579665184021,73.91866135597229,192545,225377
1789654065.215141,optimizer_step,8,9,-0.02356798066546202,0.265625,2e-05,0.2131083886855156,23536,4.890845775604248,83.37233090400696,216136,253400
1789654074.20338,optimizer_step,9,10,-0.01911293275864179,0.267578125,2e-05,0.23760001810033077,21050,5.0675530433654785,92.36056303977966,237248,278280
1789654091.376552,optimizer_step,10,11,-0.0202206659918115,0.30859375,2e-05,0.25380448253678123,20413,4.929549694061279,109.53373622894287,257715,302099
1789654100.8024604,optimizer_step,11,12,-0.020297576097940254,0.314453125,2e-05,0.16754843336629482,21070,4.965426683425903,118.95964503288269,278844,327164
1789654109.8302858,optimizer_step,12,13,-0.019870271839451694,0.2734375,2e-05,0.18229328710735357,23793,4.916263580322266,127.98746919631958,302689,354729
1789654118.8423743,optimizer_step,13,14,-0.017570680181685366,0.271484375,2e-05,0.20923962658093576,23543,4.902553558349609,136.99955940246582,326290,382090
1789654127.786858,optimizer_step,14,15,-0.015444756302456399,0.05712890625,2e-05,0.18950087657281964,21531,4.990422248840332,145.94404673576355,347875,407547
1789654136.9299915,optimizer_step,15,16,-0.013992561880886328,0.212890625,2e-05,0.1688858981325554,23762,4.981542587280273,155.0871720314026,371695,435727
1789654146.2968864,optimizer_step,16,17,-0.015533833943494647,0.28125,2e-05,0.2543622475946933,25909,5.047954559326172,164.45407271385193,397671,465623
1789654155.1801245,optimizer_step,17,18,-0.015450786976337142,0.38671875,2e-05,0.19487034921846325,22817,4.845863580703735,173.33730959892273,420539,491507
1789654164.4634554,optimizer_step,18,19,-0.01564667498246542,0.275390625,2e-05,0.17273238208039676,25667,4.994522571563721,182.6206407546997,446254,521414
1789654173.514588,optimizer_step,19,20,-0.013888008841388305,0.2021484375,2e-05,0.1790447546474588,23339,4.956894397735596,191.67177772521973,469649,548521
1789654191.7066555,optimizer_step,20,21,-0.012696911584800631,0.216796875,2e-05,0.15899483305119164,24786,4.931061267852783,209.863844871521,494481,577025
1789654200.7933424,optimizer_step,21,22,-0.011625644713897315,0.11083984375,2e-05,0.17959760528496327,23294,4.9542319774627686,218.95052766799927,517826,604386
1789654210.0418537,optimizer_step,22,23,-0.011718596838801198,0.283203125,2e-05,0.18167910515488636,25509,4.994670391082764,228.19903779029846,543378,633730
1789654219.2140133,optimizer_step,23,24,-0.010620915260416218,0.1796875,2e-05,0.1868648311615303,24386,4.991021156311035,237.37119913101196,567813,661933
1789654228.2084444,optimizer_step,24,25,-0.010275229757879492,0.37890625,2e-05,0.2236974947522308,22385,4.964061498641968,246.36562776565552,590254,687894
1789654238.2558112,optimizer_step,25,26,-0.010800659886879945,0.244140625,2e-05,0.20824379214188285,26049,5.0237743854522705,256.4130003452301,616353,718281
1789654247.538072,optimizer_step,26,27,-0.01106484668633423,0.287109375,2e-05,0.18564523459610688,24267,5.086535692214966,265.6952555179596,640677,747213
1789654256.357881,optimizer_step,27,28,-0.010814037531345664,0.2021484375,2e-05,0.17232779690307515,22453,4.79856276512146,274.5150656700134,663190,772758
1789654265.0779674,optimizer_step,28,29,-0.011945667505043068,0.2275390625,2e-05,0.21383158994033874,19737,4.898066759109497,283.23515605926514,682988,795924
1789654274.0925095,optimizer_step,29,30,-0.012621593629208403,0.208984375,2e-05,0.22033860801933125,22435,4.97400426864624,292.2496933937073,705474,822210
1789654291.5043166,optimizer_step,30,31,-0.013339585562249446,0.271484375,2e-05,0.19755132445508744,21510,4.9482622146606445,309.6614999771118,727038,847310
1789654301.301394,optimizer_step,31,32,-0.01920028702752658,0.376953125,2e-05,0.22625374745687288,23191,5.651832580566406,319.4585831165314,750290,873986
1789654310.6046932,optimizer_step,32,33,-0.018240651141034216,0.275390625,2e-05,0.20159300776882016,26172,5.013945817947388,328.76187539100647,776511,903359
1789654319.5980635,optimizer_step,33,34,-0.015814851494269776,0.2451171875,2e-05,0.18242817364125402,21720,5.001349210739136,337.7552466392517,798283,928995
1789654328.6294947,optimizer_step,34,35,-0.014336325427591804,0.1455078125,2e-05,0.2278917814350421,23448,4.9009599685668945,346.78667664527893,821785,956169
1789654337.4973311,optimizer_step,35,36,-0.012951314486122448,0.158203125,2e-05,0.20669205079904424,20546,4.931905746459961,355.6545157432556,842389,980349
1789654346.803171,optimizer_step,36,37,-0.013009873481325455,0.232421875,2e-05,0.19461773635798504,24598,5.0581583976745605,364.96036028862,867036,1009204
1789654355.6068044,optimizer_step,37,38,-0.012184246850716821,0.2236328125,2e-05,0.1690936812784844,21563,4.811366558074951,373.76398730278015,888660,1034196
1789654364.3588736,optimizer_step,38,39,-0.011350824950219692,0.267578125,2e-05,0.15583774360243927,19960,4.825893402099609,382.5160584449768,908684,1058516
1789654373.3638163,optimizer_step,39,40,-0.012325402652295226,0.271484375,2e-05,0.2162789715992181,22873,4.9288389682769775,391.52100586891174,931606,1084750
1789654391.4686387,optimizer_step,40,41,-0.011338413584515624,0.322265625,2e-05,0.17546343362190778,19075,4.875709772109985,409.62582778930664,950740,1107020
1789654400.878407,optimizer_step,41,42,-0.010323887231457723,0.22265625,2e-05,0.16291370467296293,27049,5.018992900848389,419.0355887413025,977827,1138499
1789654409.722263,optimizer_step,42,43,-0.00928040460828834,0.1787109375,2e-05,0.16728609465202257,19208,4.958430290222168,427.879447221756,997097,1161129
1789654418.9930868,optimizer_step,43,44,-0.009095350444710193,0.177734375,2e-05,0.16059547671713723,25226,4.978339433670044,437.1502757072449,1022370,1190034
1789654427.9751503,optimizer_step,44,45,-0.009576430845317034,0.26171875,2e-05,0.2008799796253943,22931,4.900075912475586,446.13233041763306,1045360,1216392
1789654436.909726,optimizer_step,45,46,-0.010482733772970555,0.216796875,2e-05,0.18281189287946523,21960,4.9368932247161865,455.0669152736664,1067379,1242059
1789654445.6983309,optimizer_step,46,47,-0.010525706855337843,0.177734375,2e-05,0.14877232400078388,21038,4.855790138244629,463.85551714897156,1088476,1266348
1789654454.6876268,optimizer_step,47,48,-0.010226780589342024,0.2314453125,2e-05,0.22504481261941342,22513,4.911078691482544,472.8448119163513,1111043,1292587
1789654463.6595879,optimizer_step,48,49,-0.009848520634532195,0.2353515625,2e-05,0.18632518190003255,24347,4.815678834915161,481.8167772293091,1135442,1320618
1789654472.5442212,optimizer_step,49,50,-0.009854253792557157,0.1982421875,2e-05,0.1801625792106719,23414,4.788830280303955,490.70140528678894,1158908,1347236
1789654493.2335231,optimizer_step,50,51,-0.009791077213575774,0.2294921875,2e-05,0.1903240661309403,24967,5.072140455245972,511.3907082080841,1183933,1377325
1789654502.2465894,optimizer_step,51,52,-0.008541757895637077,0.224609375,2e-05,0.15244238538589194,22271,4.955526113510132,520.4037735462189,1206262,1403574
1789654511.1247647,optimizer_step,52,53,-0.009596829575141163,0.271484375,2e-05,0.1736745949172376,20432,4.901044130325317,529.2819528579712,1226756,1427540
1789654520.0859976,optimizer_step,53,54,-0.008905630078051724,0.212890625,2e-05,0.14645191580483066,22041,4.928192138671875,538.2431831359863,1248858,1453178
1789654529.0176127,optimizer_step,54,55,-0.00882831921033687,0.1318359375,2e-05,0.16666112288792137,21693,4.940996885299683,547.1747999191284,1270606,1478590
1789654537.658493,optimizer_step,55,56,-0.0084288622321806,0.2119140625,2e-05,0.1770194328483166,19786,4.770043611526489,555.8156788349152,1290456,1502152
1789654546.5486603,optimizer_step,56,57,-0.00849303873115045,0.244140625,2e-05,0.17135025408552873,21867,4.88204288482666,564.7058453559875,1312384,1527408
1789654555.2688823,optimizer_step,57,58,-0.007612076219273488,0.205078125,2e-05,0.17306351245023818,20657,4.797356128692627,573.4260694980621,1333102,1551358
1789654563.921944,optimizer_step,58,59,-0.006849345669953709,0.0,2e-05,0.17467063270806918,20574,4.752380847930908,582.0791306495667,1353741,1575517
1789654572.7393923,optimizer_step,59,60,-0.00715339717545371,0.1796875,2e-05,0.139582525421792,22368,4.803796052932739,590.8965785503387,1376171,1600923
1789654590.373379,optimizer_step,60,61,-0.008120644179308705,0.2373046875,2e-05,0.20239479503726912,24812,4.956582069396973,608.5305614471436,1401034,1629626
1789654599.332521,optimizer_step,61,62,-0.007839815396137064,0.130859375,2e-05,0.16099028356977638,21341,4.933568716049194,617.4897038936615,1422436,1654396
