timestamp,event,step,grpo_step,rollout/mean,rollout/std,rollout/max,rollout/min,reward_mean,reward_std,group_reward_variance_mean,advantage_mean,advantage_std,zero_variance_group_ratio,effective_group_ratio,rollout/effective_rollout_ratio,format_reward_mean,answer_reward_mean,rollout/answer_zero_variance_group_ratio,all_correct_group_ratio,all_wrong_group_ratio,mixed_group_ratio,generated_response_tokens,rollout/prompt_tokens,total_rollout_tokens,average_response_length,cumulative_generated_response_tokens,cumulative_rollout_tokens
1789654702.903059,rollout,72,73,0.7593749761581421,0.4920700490474701,1.100000023841858,0.0,0.7593749761581421,0.4920700490474701,0.17316406965255737,8.195638656616211e-08,0.9428068399429321,0.0,1.0,1.0,0.875,0.671875,0.0,0.0,0.0,1.0,23693,4272,27965,370.203125,1676832,1950208
1789654711.9841769,rollout,73,74,0.9874999523162842,0.3239145576953888,1.100000023841858,0.0,0.9874999523162842,0.3239145576953888,0.07800781726837158,5.21540641784668e-08,0.6666650176048279,0.5,0.5,0.5,0.96875,0.890625,0.5,0.5,0.0,0.5,22163,3984,26147,346.296875,1698995,1976355
1789654721.0052936,rollout,74,75,0.9156250357627869,0.40833333134651184,1.100000023841858,0.0,0.9156250357627869,0.40833333134651184,0.09855469316244125,7.450580596923828e-08,0.745354175567627,0.375,0.625,0.625,0.875,0.828125,0.375,0.375,0.0,0.625,22842,3496,26338,356.90625,1721837,2002693
1789654729.9435892,rollout,75,76,0.7359375357627869,0.5078330039978027,1.100000023841858,0.0,0.7359375357627869,0.5078330039978027,0.028496094048023224,-0.00093131884932518,0.47140392661094666,0.75,0.25,0.25,0.796875,0.65625,0.875,0.625,0.25,0.125,22893,3480,26373,357.703125,1744730,2029066
1789654739.9470556,rollout,76,77,1.0171875953674316,0.28705108165740967,1.100000023841858,0.0,1.0171875953674316,0.28705108165740967,0.03310547024011612,0.0,0.33333271741867065,0.875,0.125,0.125,0.953125,0.921875,0.875,0.875,0.0,0.125,19563,3344,22907,305.671875,1764293,2051973
1789654748.9368887,rollout,77,78,0.8999999761581421,0.4201284945011139,1.100000023841858,0.0,0.8999999761581421,0.4201284945011139,0.10386719554662704,1.30385160446167e-08,0.5773492455482483,0.625,0.375,0.375,0.875,0.8125,0.625,0.625,0.0,0.375,22942,4232,27174,358.46875,1787235,2079147
1789654758.2056003,rollout,78,79,0.785937488079071,0.4879068434238434,1.100000023841858,0.0,0.785937488079071,0.4879068434238434,0.08017578721046448,2.0489096641540527e-08,0.6666623950004578,0.5,0.5,0.5,0.828125,0.703125,0.625,0.5,0.125,0.375,23847,4720,28567,372.609375,1811082,2107714
1789654767.4084456,rollout,79,80,0.8921875357627869,0.4153043329715729,1.100000023841858,0.0,0.8921875357627869,0.4153043329715729,0.09013672173023224,4.842877388000488e-08,0.7453540563583374,0.375,0.625,0.625,0.953125,0.796875,0.375,0.375,0.0,0.625,23617,3592,27209,369.015625,1834699,2134923
1789654785.1454134,rollout,80,81,0.9546874761581421,0.36250001192092896,1.100000023841858,0.0,0.9546874761581421,0.36250001192092896,0.10314454138278961,8.195638656616211e-08,0.745354175567627,0.375,0.625,0.625,0.953125,0.859375,0.375,0.375,0.0,0.625,21956,4016,25972,343.0625,1856655,2160895
1789654794.2775047,rollout,81,82,0.9015625715255737,0.41690173745155334,1.100000023841858,0.0,0.9015625715255737,0.41690173745155334,0.06669922173023224,2.421438694000244e-08,0.5773488879203796,0.625,0.375,0.375,0.890625,0.8125,0.625,0.625,0.0,0.375,23556,3968,27524,368.0625,1880211,2188419
