seed,difficulty_beta05,difficulty_dynamic,vanilla,difference_vs_fastema_pp,difference_vs_vanilla_pp
42,0.8362395754359363,0.8347232752084913,0.844579226686884,-0.15163002274449777,-0.9855951478392688
43,0.8248673237300985,0.8013646702047005,0.8385140257771039,-2.3502653525398043,-3.7149355572403397
44,0.8385140257771039,0.7839272175890827,0.8347232752084913,-5.45868081880212,-5.079605761940864
