timestamp,event,step,grpo_step,rollout/mean,rollout/std,rollout/max,rollout/min,reward_mean,reward_std,group_reward_variance_mean,advantage_mean,advantage_std,zero_variance_group_ratio,effective_group_ratio,rollout/effective_rollout_ratio,format_reward_mean,answer_reward_mean,rollout/answer_zero_variance_group_ratio,all_correct_group_ratio,all_wrong_group_ratio,mixed_group_ratio,generated_response_tokens,rollout/prompt_tokens,total_rollout_tokens,average_response_length,train_batch/mean,train_batch/std,train_batch/max,train_batch/min,train_batch/reward_mean,train_batch/reward_std,train_batch/group_reward_variance_mean,train_batch/advantage_mean,train_batch/advantage_std,train_batch/zero_variance_group_ratio,train_batch/effective_group_ratio,train_batch/effective_rollout_ratio,train_batch/format_reward_mean,train_batch/answer_reward_mean,train_batch/answer_zero_variance_group_ratio,train_batch/all_correct_group_ratio,train_batch/all_wrong_group_ratio,train_batch/mixed_group_ratio,cumulative_generated_response_tokens,cumulative_rollout_tokens,sampling_strategy,batch_complete,attempted_groups,accepted_groups,discarded_zero_variance_groups,resample_rounds,sampling/accepted_generated_response_tokens,accepted_total_rollout_tokens,sampling/discarded_generated_response_tokens,discarded_total_rollout_tokens,sampling/cumulative_attempted_groups,sampling/cumulative_accepted_groups,sampling/cumulative_discarded_zero_variance_groups,sampling/cumulative_discarded_generated_response_tokens,cumulative_discarded_total_rollout_tokens,difficulty_warmup_active,difficulty_observed_prompts_before,difficulty/observed_prompt_ratio_before,difficulty_selected_seen_ratio,difficulty_selected_unseen_ratio,difficulty_selected_sample_count_mean_before,difficulty_selected_coverage_score_mean,difficulty_selected_ema_accuracy_mean,difficulty_selected_boundary_score_mean,difficulty_global_seen_ema_accuracy_mean,difficulty_observed_prompts_after,difficulty_observed_prompt_ratio_after,difficulty_selected_group_accuracy_mean,difficulty_selected_sample_count_mean_after
1789711506.7003384,rollout,30,31,0.9375,0.38110116124153137,1.100000023841858,0.0,0.9375,0.38110116124153137,0.09496094286441803,4.0978193283081055e-08,0.6666651368141174,0.5,0.5,0.5,0.9375,0.84375,0.5,0.5,0.0,0.5,22995,3744,26739,359.296875,0.9375,0.38110116124153137,1.100000023841858,0.0,0.9375,0.38110116124153137,0.09496094286441803,4.0978193283081055e-08,0.6666651368141174,0.5,0.5,0.5,0.9375,0.84375,0.5,0.5,0.0,0.5,709293,825709,difficulty,True,8,8,0,0,22995,26739,0,0,248,248,0,0,0,False,167,0.022347116285293723,0.5,0.5,0.75,0.8276650429449552,0.8046875,0.5849609375,0.7516841317365269,171,0.02288237655560016,0.84375,1.75
1789711516.80559,rollout,31,32,0.9046875238418579,0.41035398840904236,1.100000023841858,0.0,0.9046875238418579,0.41035398840904236,0.10380859673023224,4.470348358154297e-08,0.6666651964187622,0.5,0.5,0.5,0.921875,0.8125,0.5,0.5,0.0,0.5,22919,3856,26775,358.109375,0.9046875238418579,0.41035398840904236,1.100000023841858,0.0,0.9046875238418579,0.41035398840904236,0.10380859673023224,4.470348358154297e-08,0.6666651964187622,0.5,0.5,0.5,0.921875,0.8125,0.5,0.5,0.0,0.5,732212,852484,difficulty,True,8,8,0,0,22919,26775,0,0,256,256,0,0,0,False,171,0.02288237655560016,0.625,0.375,1.375,0.7327259149457249,0.54375,0.61796875,0.7528326023391813,174,0.02328382175832999,0.8125,2.375
1789711526.1924596,rollout,32,33,0.9359375238418579,0.38477665185928345,1.100000023841858,0.0,0.9359375238418579,0.38477665185928345,0.11185547709465027,4.284083843231201e-08,0.666665256023407,0.5,0.5,0.5,0.921875,0.84375,0.5,0.5,0.0,0.5,22787,3448,26235,356.046875,0.9359375238418579,0.38477665185928345,1.100000023841858,0.0,0.9359375238418579,0.38477665185928345,0.11185547709465027,4.284083843231201e-08,0.666665256023407,0.5,0.5,0.5,0.921875,0.84375,0.5,0.5,0.0,0.5,754999,878719,difficulty,True,8,8,0,0,22787,26235,0,0,264,264,0,0,0,False,174,0.02328382175832999,0.375,0.625,0.875,0.8383883476483185,0.6770833333333334,0.7174479166666666,0.7586206896551724,179,0.023952897096213035,0.84375,1.875
1789711535.5137677,rollout,33,34,0.8437499403953552,0.4478785991668701,1.100000023841858,0.0,0.8437499403953552,0.4478785991668701,0.14582031965255737,1.043081283569336e-07,0.8819149732589722,0.125,0.875,0.875,0.9375,0.75,0.125,0.125,0.0,0.875,22369,3792,26161,349.515625,0.8437499403953552,0.4478785991668701,1.100000023841858,0.0,0.8437499403953552,0.4478785991668701,0.14582031965255737,1.043081283569336e-07,0.8819149732589722,0.125,0.875,0.875,0.9375,0.75,0.125,0.125,0.0,0.875,777368,904880,difficulty,True,8,8,0,0,22369,26161,0,0,272,272,0,0,0,False,179,0.023952897096213035,0.875,0.125,1.625,0.6529518298914498,0.6383928571428571,0.8052455357142857,0.7621333798882681,180,0.02408671216378964,0.75,2.625
1789711545.0060084,rollout,34,35,0.84375,0.4478785991668701,1.100000023841858,0.0,0.84375,0.4478785991668701,0.13207031786441803,8.009374141693115e-08,0.8164946436882019,0.25,0.75,0.75,0.9375,0.75,0.25,0.25,0.0,0.75,24134,3824,27958,377.09375,0.84375,0.4478785991668701,1.100000023841858,0.0,0.84375,0.4478785991668701,0.13207031786441803,8.009374141693115e-08,0.8164946436882019,0.25,0.75,0.75,0.9375,0.75,0.25,0.25,0.0,0.75,801502,932838,difficulty,True,8,8,0,0,24134,27958,0,0,280,280,0,0,0,False,180,0.02408671216378964,0.875,0.125,2.25,0.6011276143832196,0.7120535714285714,0.6583426339285714,0.7649305555555556,181,0.02422052723136625,0.75,3.25
1789711554.576299,rollout,35,36,0.903124988079071,0.41364380717277527,1.100000023841858,0.0,0.903124988079071,0.41364380717277527,0.12691406905651093,5.681067705154419e-08,0.745354413986206,0.375,0.625,0.625,0.90625,0.8125,0.375,0.375,0.0,0.625,23457,4096,27553,366.515625,0.903124988079071,0.41364380717277527,1.100000023841858,0.0,0.903124988079071,0.41364380717277527,0.12691406905651093,5.681067705154419e-08,0.745354413986206,0.375,0.625,0.625,0.90625,0.8125,0.375,0.375,0.0,0.625,824959,960391,difficulty,True,8,8,0,0,23457,27553,0,0,288,288,0,0,0,False,181,0.02422052723136625,0.75,0.25,1.5,0.6991847456802412,0.7447916666666666,0.5826822916666666,0.7652365331491713,183,0.02448815736651947,0.8125,2.5
1789711564.1197298,rollout,36,37,0.878125011920929,0.4229408800601959,1.100000023841858,0.0,0.878125011920929,0.4229408800601959,0.14050781726837158,7.450580596923828e-08,0.8164947628974915,0.25,0.75,0.75,0.96875,0.78125,0.25,0.25,0.0,0.75,21701,3224,24925,339.078125,0.878125011920929,0.4229408800601959,1.100000023841858,0.0,0.878125011920929,0.4229408800601959,0.14050781726837158,7.450580596923828e-08,0.8164947628974915,0.25,0.75,0.75,0.96875,0.78125,0.25,0.25,0.0,0.75,846660,985316,difficulty,True,8,8,0,0,21701,24925,0,0,296,296,0,0,0,False,183,0.02448815736651947,0.625,0.375,1.0,0.7682830462427466,0.65,0.8,0.7678876366120219,186,0.024889602569249297,0.78125,2.0
1789711573.8016622,rollout,37,38,0.8671875596046448,0.44402727484703064,1.100000023841858,0.0,0.8671875596046448,0.44402727484703064,0.11662109941244125,7.450580596923828e-08,0.7453542947769165,0.375,0.625,0.625,0.859375,0.78125,0.375,0.375,0.0,0.625,24966,4416,29382,390.09375,0.8671875596046448,0.44402727484703064,1.100000023841858,0.0,0.8671875596046448,0.44402727484703064,0.11662109941244125,7.450580596923828e-08,0.7453542947769165,0.375,0.625,0.625,0.859375,0.78125,0.375,0.375,0.0,0.625,871626,1014698,difficulty,True,8,8,0,0,24966,29382,0,0,304,304,0,0,0,False,186,0.024889602569249297,0.75,0.25,1.875,0.6732488778203296,0.7734375,0.6398111979166666,0.7706233198924731,188,0.025157232704402517,0.78125,2.875
1789711583.4982367,rollout,38,39,0.8859375715255737,0.427939772605896,1.100000023841858,0.0,0.8859375715255737,0.427939772605896,0.07513672113418579,5.122274160385132e-08,0.6666650176048279,0.5,0.5,0.5,0.890625,0.796875,0.5,0.5,0.0,0.5,23316,3768,27084,364.3125,0.8859375715255737,0.427939772605896,1.100000023841858,0.0,0.8859375715255737,0.427939772605896,0.07513672113418579,5.122274160385132e-08,0.6666650176048279,0.5,0.5,0.5,0.890625,0.796875,0.5,0.5,0.0,0.5,894942,1041782,difficulty,True,8,8,0,0,23316,27084,0,0,312,312,0,0,0,False,188,0.025157232704402517,0.625,0.375,1.375,0.7423471783828348,0.590625,0.7873046875,0.7687001329787234,191,0.025558677907132343,0.796875,2.375
1789711593.274088,rollout,39,40,0.9078124761581421,0.40367546677589417,1.100000023841858,0.0,0.9078124761581421,0.40367546677589417,0.12810547649860382,5.774199962615967e-08,0.7453543543815613,0.375,0.625,0.625,0.953125,0.8125,0.375,0.375,0.0,0.625,25231,4104,29335,394.234375,0.9078124761581421,0.40367546677589417,1.100000023841858,0.0,0.9078124761581421,0.40367546677589417,0.12810547649860382,5.774199962615967e-08,0.7453543543815613,0.375,0.625,0.625,0.953125,0.8125,0.375,0.375,0.0,0.625,920173,1071117,difficulty,True,8,8,0,0,25231,29335,0,0,320,320,0,0,0,False,191,0.025558677907132343,0.5,0.5,1.125,0.799976515253323,0.58984375,0.745849609375,0.7734375,195,0.02609393817743878,0.8125,2.125
1789711612.2551618,rollout,40,41,0.8578125238418579,0.44178739190101624,1.100000023841858,0.0,0.8578125238418579,0.44178739190101624,0.1169726625084877,6.705522537231445e-08,0.8164945244789124,0.25,0.75,0.75,0.921875,0.765625,0.25,0.25,0.0,0.75,22497,4136,26633,351.515625,0.8578125238418579,0.44178739190101624,1.100000023841858,0.0,0.8578125238418579,0.44178739190101624,0.1169726625084877,6.705522537231445e-08,0.8164945244789124,0.25,0.75,0.75,0.921875,0.765625,0.25,0.25,0.0,0.75,942670,1097750,difficulty,True,8,8,0,0,22497,26633,0,0,328,328,0,0,0,False,195,0.02609393817743878,0.75,0.25,1.0,0.7544417382415922,0.5833333333333334,0.6666666666666666,0.776201923076923,197,0.026361568312592,0.765625,2.0
1789711621.8018694,rollout,41,42,0.831250011920929,0.4507049322128296,1.100000023841858,0.0,0.831250011920929,0.4507049322128296,0.1311328113079071,6.984919309616089e-08,0.745354413986206,0.375,0.625,0.625,0.96875,0.734375,0.375,0.375,0.0,0.625,21733,4112,25845,339.578125,0.831250011920929,0.4507049322128296,1.100000023841858,0.0,0.831250011920929,0.4507049322128296,0.1311328113079071,6.984919309616089e-08,0.745354413986206,0.375,0.625,0.625,0.96875,0.734375,0.375,0.375,0.0,0.625,964403,1123595,difficulty,True,8,8,0,0,21733,25845,0,0,336,336,0,0,0,False,197,0.026361568312592,0.75,0.25,1.25,0.7220026102423618,0.59375,0.7682291666666666,0.7797430203045685,199,0.026629198447745216,0.734375,2.25
1789711631.391194,rollout,42,43,0.7796875238418579,0.49735161662101746,1.100000023841858,0.0,0.7796875238418579,0.49735161662101746,0.09517578780651093,3.3527612686157227e-08,0.7453517913818359,0.375,0.625,0.625,0.765625,0.703125,0.5,0.375,0.125,0.5,25227,3936,29163,394.171875,0.7796875238418579,0.49735161662101746,1.100000023841858,0.0,0.7796875238418579,0.49735161662101746,0.09517578780651093,3.3527612686157227e-08,0.7453517913818359,0.375,0.625,0.625,0.765625,0.703125,0.5,0.375,0.125,0.5,989630,1152758,difficulty,True,8,8,0,0,25227,29163,0,0,344,344,0,0,0,False,199,0.026629198447745216,0.375,0.625,0.5,0.8739454789453401,0.5208333333333334,0.6197916666666666,0.7827418341708543,204,0.02729827378562826,0.703125,1.5
1789711640.957589,rollout,43,44,0.8609374761581421,0.4555189609527588,1.100000023841858,0.0,0.8609374761581421,0.4555189609527588,0.06931640952825546,2.9802322387695312e-08,0.5773489475250244,0.625,0.375,0.375,0.796875,0.78125,0.625,0.5,0.125,0.375,25077,3768,28845,391.828125,0.8609374761581421,0.4555189609527588,1.100000023841858,0.0,0.8609374761581421,0.4555189609527588,0.06931640952825546,2.9802322387695312e-08,0.5773489475250244,0.625,0.375,0.375,0.796875,0.78125,0.625,0.5,0.125,0.375,1014707,1181603,difficulty,True,8,8,0,0,25077,28845,0,0,352,352,0,0,0,False,204,0.02729827378562826,0.625,0.375,1.125,0.7520634822431314,0.7,0.79375,0.7827052696078431,207,0.027699718988358088,0.78125,2.125
1789711650.4551015,rollout,44,45,0.9515625238418579,0.3703247010707855,1.100000023841858,0.0,0.9515625238418579,0.3703247010707855,0.0908789113163948,4.284083843231201e-08,0.6666651368141174,0.5,0.5,0.5,0.921875,0.859375,0.5,0.5,0.0,0.5,21805,3840,25645,340.703125,0.9515625238418579,0.3703247010707855,1.100000023841858,0.0,0.9515625238418579,0.3703247010707855,0.0908789113163948,4.284083843231201e-08,0.6666651368141174,0.5,0.5,0.5,0.921875,0.859375,0.5,0.5,0.0,0.5,1036512,1207248,difficulty,True,8,8,0,0,21805,25645,0,0,360,360,0,0,0,False,207,0.027699718988358088,0.625,0.375,1.625,0.7164588307345164,0.60625,0.79296875,0.7828351449275363,210,0.028101164191087918,0.859375,2.625
1789711660.172561,rollout,45,46,0.784375011920929,0.4902926981449127,1.100000023841858,0.0,0.784375011920929,0.4902926981449127,0.0744921937584877,1.909211277961731e-08,0.6666608452796936,0.5,0.5,0.5,0.8125,0.703125,0.625,0.5,0.125,0.375,25593,4088,29681,399.890625,0.784375011920929,0.4902926981449127,1.100000023841858,0.0,0.784375011920929,0.4902926981449127,0.0744921937584877,1.909211277961731e-08,0.6666608452796936,0.5,0.5,0.5,0.8125,0.703125,0.625,0.5,0.125,0.375,1062105,1236929,difficulty,True,8,8,0,0,25593,29681,0,0,368,368,0,0,0,False,210,0.028101164191087918,0.375,0.625,0.625,0.8642766952966369,0.5104166666666666,0.83203125,0.7879464285714286,215,0.028770239528970964,0.703125,1.625
1789711669.7485852,rollout,46,47,0.8734375238418579,0.4321383535861969,1.100000023841858,0.0,0.8734375238418579,0.4321383535861969,0.1056835949420929,4.470348358154297e-08,0.745354175567627,0.375,0.625,0.625,0.921875,0.78125,0.375,0.375,0.0,0.625,22604,4280,26884,353.1875,0.8734375238418579,0.4321383535861969,1.100000023841858,0.0,0.8734375238418579,0.4321383535861969,0.1056835949420929,4.470348358154297e-08,0.745354175567627,0.375,0.625,0.625,0.921875,0.78125,0.375,0.375,0.0,0.625,1084709,1263813,difficulty,True,8,8,0,0,22604,26884,0,0,376,376,0,0,0,False,215,0.028770239528970964,0.625,0.375,1.625,0.7099080503836044,0.709375,0.7802734375,0.7881540697674418,218,0.02917168473170079,0.78125,2.625
1789711679.221546,rollout,47,48,0.9593749642372131,0.3503824472427368,1.100000023841858,0.10000000149011612,0.9593749642372131,0.3503824472427368,0.095703125,7.078051567077637e-08,0.7453541159629822,0.375,0.625,0.625,1.0,0.859375,0.375,0.375,0.0,0.625,20917,3592,24509,326.828125,0.9593749642372131,0.3503824472427368,1.100000023841858,0.10000000149011612,0.9593749642372131,0.3503824472427368,0.095703125,7.078051567077637e-08,0.7453541159629822,0.375,0.625,0.625,1.0,0.859375,0.375,0.375,0.0,0.625,1105626,1288322,difficulty,True,8,8,0,0,20917,24509,0,0,384,384,0,0,0,False,218,0.02917168473170079,0.625,0.375,1.75,0.7098605301720111,0.728125,0.7396484375,0.7878081995412844,221,0.029573129934430616,0.859375,2.75
1789711688.771099,rollout,48,49,0.7749999761581421,0.4866470992565155,1.100000023841858,0.0,0.7749999761581421,0.4866470992565155,0.15523438155651093,5.587935447692871e-08,0.8819150328636169,0.125,0.875,0.875,0.875,0.6875,0.125,0.125,0.0,0.875,25012,3784,28796,390.8125,0.7749999761581421,0.4866470992565155,1.100000023841858,0.0,0.7749999761581421,0.4866470992565155,0.15523438155651093,5.587935447692871e-08,0.8819150328636169,0.125,0.875,0.875,0.875,0.6875,0.125,0.125,0.0,0.875,1130638,1317118,difficulty,True,8,8,0,0,25012,28796,0,0,392,392,0,0,0,False,221,0.029573129934430616,0.875,0.125,2.5,0.5848605301720111,0.7366071428571429,0.6587611607142857,0.7898048642533937,222,0.029706945002007226,0.6875,3.5
1789711698.4553707,rollout,49,50,0.745312511920929,0.49471163749694824,1.100000023841858,0.0,0.745312511920929,0.49471163749694824,0.14021484553813934,-0.0009312769398093224,0.7453585863113403,0.375,0.625,0.625,0.890625,0.65625,0.375,0.25,0.125,0.625,24069,3224,27293,376.078125,0.745312511920929,0.49471163749694824,1.100000023841858,0.0,0.745312511920929,0.49471163749694824,0.14021484553813934,-0.0009312769398093224,0.7453585863113403,0.375,0.625,0.625,0.890625,0.65625,0.375,0.25,0.125,0.625,1154707,1344411,difficulty,True,8,8,0,0,24069,27293,0,0,400,400,0,0,0,False,222,0.029706945002007226,0.625,0.375,2.0,0.7001192039129874,0.4828125,0.839013671875,0.7887105855855856,225,0.030108390204737052,0.65625,3.0
1789711717.7746384,rollout,50,51,0.9703124761581421,0.3462633788585663,1.100000023841858,0.0,0.9703124761581421,0.3462633788585663,0.10197266191244125,7.450580596923828e-08,0.745354175567627,0.375,0.625,0.625,0.953125,0.875,0.375,0.375,0.0,0.625,23146,3704,26850,361.65625,0.9703124761581421,0.3462633788585663,1.100000023841858,0.0,0.9703124761581421,0.3462633788585663,0.10197266191244125,7.450580596923828e-08,0.745354175567627,0.375,0.625,0.625,0.953125,0.875,0.375,0.375,0.0,0.625,1177853,1371261,difficulty,True,8,8,0,0,23146,26850,0,0,408,408,0,0,0,False,225,0.030108390204737052,0.625,0.375,1.5,0.7261276143832196,0.69375,0.71171875,0.7889409722222223,228,0.030509835407466882,0.875,2.5
1789711727.3836808,rollout,51,52,0.971875011920929,0.34201493859291077,1.100000023841858,0.0,0.971875011920929,0.34201493859291077,0.08539062738418579,6.379559636116028e-08,0.6666650772094727,0.5,0.5,0.5,0.96875,0.875,0.5,0.5,0.0,0.5,21771,4008,25779,340.171875,0.971875011920929,0.34201493859291077,1.100000023841858,0.0,0.971875011920929,0.34201493859291077,0.08539062738418579,6.379559636116028e-08,0.6666650772094727,0.5,0.5,0.5,0.96875,0.875,0.5,0.5,0.0,0.5,1199624,1397040,difficulty,True,8,8,0,0,21771,25779,0,0,416,416,0,0,0,False,228,0.030509835407466882,0.625,0.375,1.625,0.7212569512537078,0.7125,0.6265625,0.7923348410087719,231,0.03091128061019671,0.875,2.625
1789711737.1906323,rollout,52,53,0.887499988079071,0.42482489347457886,1.100000023841858,0.0,0.887499988079071,0.42482489347457886,0.10738281905651093,4.0978193283081055e-08,0.666665256023407,0.5,0.5,0.5,0.90625,0.796875,0.5,0.5,0.0,0.5,24330,3696,28026,380.15625,0.887499988079071,0.42482489347457886,1.100000023841858,0.0,0.887499988079071,0.42482489347457886,0.10738281905651093,4.0978193283081055e-08,0.666665256023407,0.5,0.5,0.5,0.90625,0.796875,0.5,0.5,0.0,0.5,1223954,1425066,difficulty,True,8,8,0,0,24330,28026,0,0,424,424,0,0,0,False,231,0.03091128061019671,0.75,0.25,2.625,0.6444676335056297,0.7337239583333334,0.638458251953125,0.795708198051948,233,0.031178910745349925,0.796875,3.625
1789711746.6288905,rollout,53,54,1.053125023841858,0.21304203569889069,1.100000023841858,0.10000000149011612,1.053125023841858,0.21304203569889069,0.0371093787252903,3.5390257835388184e-08,0.4714033305644989,0.75,0.25,0.25,1.0,0.953125,0.75,0.75,0.0,0.25,19600,3528,23128,306.25,1.053125023841858,0.21304203569889069,1.100000023841858,0.10000000149011612,1.053125023841858,0.21304203569889069,0.0371093787252903,3.5390257835388184e-08,0.4714033305644989,0.75,0.25,0.25,1.0,0.953125,0.75,0.75,0.0,0.25,1243554,1448194,difficulty,True,8,8,0,0,19600,23128,0,0,432,432,0,0,0,False,233,0.031178910745349925,0.625,0.375,1.25,0.7423946985944281,0.8375,0.534375,0.7960618964592274,236,0.03158035594807975,0.953125,2.25
1789711756.3230307,rollout,54,55,0.8734374642372131,0.4321383535861969,1.100000023841858,0.0,0.8734374642372131,0.4321383535861969,0.1169726625084877,4.6566128730773926e-08,0.7453542947769165,0.375,0.625,0.625,0.921875,0.78125,0.375,0.375,0.0,0.625,23203,4544,27747,362.546875,0.8734374642372131,0.4321383535861969,1.100000023841858,0.0,0.8734374642372131,0.4321383535861969,0.1169726625084877,4.6566128730773926e-08,0.7453542947769165,0.375,0.625,0.625,0.921875,0.78125,0.375,0.375,0.0,0.625,1266757,1475941,difficulty,True,8,8,0,0,23203,27747,0,0,440,440,0,0,0,False,236,0.03158035594807975,0.625,0.375,1.625,0.7212569512537078,0.6171875,0.729638671875,0.79931640625,239,0.031981801150809584,0.78125,2.625
1789711766.0502183,rollout,55,56,0.71875,0.49661552906036377,1.100000023841858,0.0,0.71875,0.49661552906036377,0.13175781071186066,-0.0009312517940998077,0.7453585863113403,0.375,0.625,0.625,0.9375,0.625,0.375,0.25,0.125,0.625,22590,4736,27326,352.96875,0.71875,0.49661552906036377,1.100000023841858,0.0,0.71875,0.49661552906036377,0.13175781071186066,-0.0009312517940998077,0.7453585863113403,0.375,0.625,0.625,0.9375,0.625,0.375,0.25,0.125,0.625,1289347,1503267,difficulty,True,8,8,0,0,22590,27326,0,0,448,448,0,0,0,False,239,0.031981801150809584,0.625,0.375,1.0,0.7844550900307685,0.66875,0.61796875,0.801394155334728,242,0.03238324635353941,0.625,2.0
1789711775.5978172,rollout,56,57,0.9718749523162842,0.34201493859291077,1.100000023841858,0.0,0.9718749523162842,0.34201493859291077,0.02835937589406967,1.862645149230957e-08,0.47140321135520935,0.75,0.25,0.25,0.96875,0.875,0.75,0.75,0.0,0.25,21802,3192,24994,340.65625,0.9718749523162842,0.34201493859291077,1.100000023841858,0.0,0.9718749523162842,0.34201493859291077,0.02835937589406967,1.862645149230957e-08,0.47140321135520935,0.75,0.25,0.25,0.96875,0.875,0.75,0.75,0.0,0.25,1311149,1528261,difficulty,True,8,8,0,0,21802,24994,0,0,456,456,0,0,0,False,242,0.03238324635353941,0.375,0.625,0.875,0.8318375672974064,0.65625,0.3372395833333333,0.797722430268595,247,0.03305232169142246,0.875,1.875
1789711785.1035314,rollout,57,58,0.9249999523162842,0.3875032067298889,1.100000023841858,0.0,0.9249999523162842,0.3875032067298889,0.13621094822883606,8.381903171539307e-08,0.8164947032928467,0.25,0.75,0.75,0.96875,0.828125,0.25,0.25,0.0,0.75,23005,4024,27029,359.453125,0.9249999523162842,0.3875032067298889,1.100000023841858,0.0,0.9249999523162842,0.3875032067298889,0.13621094822883606,8.381903171539307e-08,0.8164947032928467,0.25,0.75,0.75,0.96875,0.828125,0.25,0.25,0.0,0.75,1334154,1555290,difficulty,True,8,8,0,0,23005,27029,0,0,464,464,0,0,0,False,247,0.03305232169142246,0.5,0.5,1.875,0.736730856264669,0.783203125,0.60321044921875,0.8016273405870445,251,0.03358758196172889,0.828125,2.875
1789711794.7172728,rollout,58,59,0.9359375238418579,0.38477665185928345,1.100000023841858,0.0,0.9359375238418579,0.38477665185928345,0.08951172232627869,2.0489096641540527e-08,0.5773491263389587,0.625,0.375,0.375,0.921875,0.84375,0.625,0.625,0.0,0.375,25026,3688,28714,391.03125,0.9359375238418579,0.38477665185928345,1.100000023841858,0.0,0.9359375238418579,0.38477665185928345,0.08951172232627869,2.0489096641540527e-08,0.5773491263389587,0.625,0.375,0.375,0.921875,0.84375,0.625,0.625,0.0,0.375,1359180,1584004,difficulty,True,8,8,0,0,25026,28714,0,0,472,472,0,0,0,False,251,0.03358758196172889,0.875,0.125,2.625,0.5799898670424993,0.6573660714285714,0.7408970424107143,0.8022830552788844,252,0.0337213970293055,0.84375,3.625
1789711804.3419666,rollout,59,60,0.7640625238418579,0.48513367772102356,1.100000023841858,0.0,0.7640625238418579,0.48513367772102356,0.08482422679662704,-0.0009312890470027924,0.6666697263717651,0.5,0.5,0.5,0.921875,0.671875,0.5,0.375,0.125,0.5,23454,3904,27358,366.46875,0.7640625238418579,0.48513367772102356,1.100000023841858,0.0,0.7640625238418579,0.48513367772102356,0.08482422679662704,-0.0009312890470027924,0.6666697263717651,0.5,0.5,0.5,0.921875,0.671875,0.5,0.375,0.125,0.5,1382634,1611362,difficulty,True,8,8,0,0,23454,27358,0,0,480,480,0,0,0,False,252,0.0337213970293055,0.5,0.5,1.75,0.7474848258610546,0.65234375,0.784912109375,0.8041062127976191,256,0.034256657299611935,0.671875,2.75
1789711823.717214,rollout,60,61,0.871874988079071,0.43514958024024963,1.100000023841858,0.0,0.871874988079071,0.43514958024024963,0.1076953187584877,3.725290298461914e-08,0.745354175567627,0.375,0.625,0.625,0.90625,0.78125,0.375,0.375,0.0,0.625,22025,3856,25881,344.140625,0.871874988079071,0.43514958024024963,1.100000023841858,0.0,0.871874988079071,0.43514958024024963,0.1076953187584877,3.725290298461914e-08,0.745354175567627,0.375,0.625,0.625,0.90625,0.78125,0.375,0.375,0.0,0.625,1404659,1637243,difficulty,True,8,8,0,0,22025,25881,0,0,488,488,0,0,0,False,256,0.034256657299611935,0.5,0.5,1.25,0.7789588307345164,0.6015625,0.5966796875,0.8013381958007812,260,0.034791917569918375,0.78125,2.25
1789711833.5458903,rollout,61,62,0.7984375953674316,0.4864814579486847,1.100000023841858,0.0,0.7984375953674316,0.4864814579486847,0.15181641280651093,3.91155481338501e-08,0.8164948225021362,0.25,0.75,0.75,0.796875,0.71875,0.25,0.25,0.0,0.75,25610,4376,29986,400.15625,0.7984375953674316,0.4864814579486847,1.100000023841858,0.0,0.7984375953674316,0.4864814579486847,0.15181641280651093,3.91155481338501e-08,0.8164948225021362,0.25,0.75,0.75,0.796875,0.71875,0.25,0.25,0.0,0.75,1430269,1667229,difficulty,True,8,8,0,0,25610,29986,0,0,496,496,0,0,0,False,260,0.034791917569918375,0.75,0.25,1.75,0.6970793857198119,0.5911458333333334,0.7674153645833334,0.8033728966346154,262,0.03505954770507159,0.71875,2.75
1789711843.2206764,rollout,62,63,0.8765624761581421,0.4260345697402954,1.100000023841858,0.0,0.8765624761581421,0.4260345697402954,0.12775391340255737,6.332993507385254e-08,0.7453543543815613,0.375,0.625,0.625,0.953125,0.78125,0.375,0.375,0.0,0.625,22447,4440,26887,350.734375,0.8765624761581421,0.4260345697402954,1.100000023841858,0.0,0.8765624761581421,0.4260345697402954,0.12775391340255737,6.332993507385254e-08,0.7453543543815613,0.375,0.625,0.625,0.953125,0.78125,0.375,0.375,0.0,0.625,1452716,1694116,difficulty,True,8,8,0,0,22447,26887,0,0,504,504,0,0,0,False,262,0.03505954770507159,0.5,0.5,1.375,0.7692900470858132,0.66796875,0.757568359375,0.8045458611641222,266,0.03559480797537803,0.78125,2.375
1789711852.8120198,rollout,63,64,0.917187511920929,0.40495139360427856,1.100000023841858,0.0,0.917187511920929,0.40495139360427856,0.10771485418081284,3.259629011154175e-08,0.666665256023407,0.5,0.5,0.5,0.890625,0.828125,0.5,0.5,0.0,0.5,24118,3696,27814,376.84375,0.917187511920929,0.40495139360427856,1.100000023841858,0.0,0.917187511920929,0.40495139360427856,0.10771485418081284,3.259629011154175e-08,0.666665256023407,0.5,0.5,0.5,0.890625,0.828125,0.5,0.5,0.0,0.5,1476834,1721930,difficulty,True,8,8,0,0,24118,27814,0,0,512,512,0,0,0,False,266,0.03559480797537803,0.5,0.5,1.25,0.7885800941716263,0.73828125,0.727294921875,0.8050472861842105,270,0.03613006824568447,0.828125,2.25
