timestamp,event,step,grpo_step,train/loss,train/grad_norm,train/learning_rate,train/policy_entropy,train/response_tokens_in_step,train/step_time,train/elapsed_time,rollout/cumulative_generated_response_tokens,rollout/cumulative_rollout_tokens
1789711203.199323,optimizer_step,0,1,-0.06902935833204538,0.5390625,2e-05,0.23889751121217132,21869,4.914582014083862,9.23496961593628,21927,25591
1789711213.0419047,optimizer_step,1,2,-0.04299691245327459,0.326171875,2e-05,0.2643332668311506,24846,4.9956135749816895,19.077550172805786,46818,54338
1789711222.2050524,optimizer_step,2,3,-0.03497476357153902,0.291015625,2e-05,0.23324529786462103,20472,4.967814683914185,28.240699529647827,67346,78058
1789711231.6988518,optimizer_step,3,4,-0.02511197363274817,0.2041015625,2e-05,0.17455108542507872,23787,4.999472379684448,37.73449444770813,91186,105514
1789711241.1076536,optimizer_step,4,5,-0.038534863620627184,0.33984375,2e-05,0.2876856241930366,22238,5.0439064502716064,47.14329767227173,113484,131892
1789711250.2885358,optimizer_step,5,6,-0.031343159837175213,0.298828125,2e-05,0.1978004904417134,21434,4.893155097961426,56.324177980422974,134977,157193
1789711259.4324834,optimizer_step,6,7,-0.02797525489049957,0.2578125,2e-05,0.2028710931891202,21356,4.8847973346710205,65.46812701225281,156390,181798
1789711268.6139307,optimizer_step,7,8,-0.02468346170759682,0.171875,2e-05,0.21897652816400032,22534,4.881706476211548,74.64957928657532,178976,207488
1789711278.2929552,optimizer_step,8,9,-0.02510274187184524,0.1884765625,2e-05,0.21502346158193567,22273,4.899280786514282,84.32860064506531,201306,233578
1789711287.5259638,optimizer_step,9,10,-0.02352458820766679,0.259765625,2e-05,0.1872577353927001,21368,4.933265924453735,93.56161284446716,222734,258486
1789711305.2590754,optimizer_step,10,11,-0.022306196263556708,0.2177734375,2e-05,0.21761739435453278,22271,4.975924968719482,111.29472136497498,245058,284362
1789711315.2148147,optimizer_step,11,12,-0.020570992194418186,0.2890625,2e-05,0.23186671792215013,23491,5.001166105270386,121.25045394897461,268602,311858
1789711324.3700578,optimizer_step,12,13,-0.018099815985301634,0.166015625,2e-05,0.17048857989090518,20828,4.853178262710571,130.4057068824768,289493,335885
1789711333.7829196,optimizer_step,13,14,-0.015891684586366295,0.212890625,2e-05,0.1910938565002752,22012,5.007379770278931,139.8185636997223,311567,362087
1789711343.1198094,optimizer_step,14,15,-0.014331552094872782,0.240234375,2e-05,0.18576758784072123,23605,4.918010711669922,149.1554570198059,335224,389432
