timestamp,event,step,grpo_step,rollout/mean,rollout/std,rollout/max,rollout/min,reward_mean,reward_std,group_reward_variance_mean,advantage_mean,advantage_std,zero_variance_group_ratio,effective_group_ratio,rollout/effective_rollout_ratio,format_reward_mean,answer_reward_mean,rollout/answer_zero_variance_group_ratio,all_correct_group_ratio,all_wrong_group_ratio,mixed_group_ratio,generated_response_tokens,rollout/prompt_tokens,total_rollout_tokens,length_truncated_responses,length_truncated_response_ratio,average_response_length,train_batch/mean,train_batch/std,train_batch/max,train_batch/min,train_batch/reward_mean,train_batch/reward_std,train_batch/group_reward_variance_mean,train_batch/advantage_mean,train_batch/advantage_std,train_batch/zero_variance_group_ratio,train_batch/effective_group_ratio,train_batch/effective_rollout_ratio,train_batch/format_reward_mean,train_batch/answer_reward_mean,train_batch/answer_zero_variance_group_ratio,train_batch/all_correct_group_ratio,train_batch/all_wrong_group_ratio,train_batch/mixed_group_ratio,cumulative_generated_response_tokens,cumulative_rollout_tokens,sampling_strategy,batch_complete,attempted_groups,accepted_groups,discarded_zero_variance_groups,resample_rounds,sampling/accepted_generated_response_tokens,accepted_total_rollout_tokens,sampling/discarded_generated_response_tokens,discarded_total_rollout_tokens,sampling/cumulative_attempted_groups,sampling/cumulative_accepted_groups,sampling/cumulative_discarded_zero_variance_groups,sampling/cumulative_discarded_generated_response_tokens,cumulative_discarded_total_rollout_tokens,difficulty_warmup_active,difficulty_observed_prompts_before,difficulty/observed_prompt_ratio_before,difficulty_observed_prompts_after,difficulty_observed_prompt_ratio_after,difficulty_global_seen_ema_accuracy_mean,difficulty_selected_seen_ratio,difficulty_selected_unseen_ratio,difficulty_selected_sample_count_mean_before,difficulty_selected_coverage_score_mean,difficulty_selected_group_accuracy_mean,difficulty_selected_sample_count_mean_after,difficulty_selected_ema_accuracy_mean,difficulty_selected_boundary_score_mean,difficulty_selected_seen_group_accuracy_mean,difficulty_selected_seen_effective_group_ratio
1789788158.3952131,rollout,0,1,0.731249988079071,0.5065629482269287,1.100000023841858,0.0,0.731249988079071,0.5065629482269287,0.11242189258337021,6.854534007061375e-08,0.8419322371482849,0.20000000298023224,0.800000011920929,0.800000011920929,0.8125,0.6499999761581421,0.4000000059604645,0.20000000298023224,0.20000000298023224,0.6000000238418579,27736,4656,32392,14,0.175,346.7,0.6390625834465027,0.5278339385986328,1.100000023841858,0.0,0.6390625834465027,0.5278339385986328,0.14052735269069672,8.195638656616211e-08,0.9428017735481262,0.0,1.0,1.0,0.765625,0.5625,0.25,0.0,0.25,0.75,27736,32392,difficulty_dynamic,True,10,8,2,1,23183,27119,4553,5273,10,8,2,4553,5273,True,0,0.0,10,0.0013381506757660913,0.703125,0.0,1.0,0.0,1.0,0.65,1.0,,,,
1789788176.6584418,rollout,1,2,0.6575000286102295,0.5178596377372742,1.100000023841858,0.0,0.6575000286102295,0.5178596377372742,0.08115624636411667,-0.0004966974374838173,0.6859895586967468,0.46666666865348816,0.5333333611488342,0.5333333611488342,0.824999988079071,0.574999988079071,0.6666666865348816,0.4000000059604645,0.2666666805744171,0.3333333432674408,41730,6616,48346,23,0.19166666666666668,347.75,0.39531251788139343,0.4980691969394684,1.100000023841858,0.0,0.39531251788139343,0.4980691969394684,0.15216797590255737,2.9802322387695312e-08,0.9427989721298218,0.0,1.0,1.0,0.671875,0.328125,0.375,0.0,0.375,0.625,69466,80738,difficulty_dynamic,True,15,8,7,3,25926,30022,15804,18324,25,16,9,20357,23597,True,10,0.0013381506757660913,25,0.003345376689415228,0.6302083333333334,0.0,1.0,0.0,1.0,0.575,1.0,,,,
1789788188.8681886,rollout,2,3,0.8137500882148743,0.4684322774410248,1.100000023841858,0.0,0.8137500882148743,0.4684322774410248,0.13892188668251038,8.49366159627607e-08,0.8419367074966431,0.20000000298023224,0.800000011920929,0.800000011920929,0.887499988079071,0.7250000238418579,0.20000000298023224,0.20000000298023224,0.0,0.800000011920929,26584,4440,31024,4,0.05,332.3,0.7421875596046448,0.4991436302661896,1.100000023841858,0.0,0.7421875596046448,0.4991436302661896,0.17365235090255737,1.0803341865539551e-07,0.9428068399429321,0.0,1.0,1.0,0.859375,0.65625,0.0,0.0,0.0,1.0,96050,111762,difficulty_dynamic,True,10,8,2,1,22144,26096,4440,4928,35,24,11,24797,28525,True,25,0.003345376689415228,35,0.004683527365181319,0.6439393939393939,0.0,1.0,0.0,1.0,0.725,1.0,,,,
1789788203.740423,rollout,3,4,0.8721153736114502,0.4302757680416107,1.100000023841858,0.0,0.8721153736114502,0.4302757680416107,0.11587740480899811,5.7312156798161595e-08,0.7373512387275696,0.38461539149284363,0.6153846383094788,0.6153846383094788,0.932692289352417,0.7788461446762085,0.38461539149284363,0.38461539149284363,0.0,0.6153846383094788,34623,5568,40191,8,0.07692307692307693,332.91346153846155,0.729687511920929,0.4991038739681244,1.100000023841858,0.0,0.729687511920929,0.4991038739681244,0.18830077350139618,8.940696716308594e-08,0.9428068995475769,0.0,1.0,1.0,0.890625,0.640625,0.0,0.0,0.0,1.0,130673,151953,difficulty_dynamic,True,13,8,5,2,24058,27802,10565,12389,48,32,16,35362,40914,True,35,0.004683527365181319,48,0.006423123243677238,0.6820652173913043,0.0,1.0,0.0,1.0,0.7788461538461539,1.0,,,,
1789788218.3697028,rollout,4,5,0.8166666030883789,0.46806809306144714,1.100000023841858,0.0,0.8166666030883789,0.46806809306144714,0.09846355766057968,4.967053612858763e-08,0.7677675485610962,0.3333333432674408,0.6666666865348816,0.6666666865348816,0.875,0.7291666865348816,0.4166666567325592,0.3333333432674408,0.0833333358168602,0.5833333134651184,32412,4832,37244,15,0.15625,337.625,0.675000011920929,0.5188509821891785,1.100000023841858,0.0,0.675000011920929,0.5188509821891785,0.14769531786441803,7.078051567077637e-08,0.9428037405014038,0.0,1.0,1.0,0.8125,0.59375,0.125,0.0,0.125,0.875,163085,189197,difficulty_dynamic,True,12,8,4,2,23360,26920,9052,10324,60,40,20,44414,51238,True,48,0.006423123243677238,60,0.008028904054596548,0.6885593220338984,0.0,1.0,0.0,1.0,0.7291666666666666,1.0,,,,
1789788230.3331628,rollout,5,6,0.7249999642372131,0.5031590461730957,1.100000023841858,0.0,0.7249999642372131,0.5031590461730957,0.1666666865348816,6.622738624173508e-08,0.8881022930145264,0.1111111119389534,0.8888888955116272,0.8888888955116272,0.8611111044883728,0.6388888955116272,0.2222222238779068,0.1111111119389534,0.1111111119389534,0.7777777910232544,27867,4192,32059,13,0.18055555555555555,387.0416666666667,0.6781250238418579,0.5150030851364136,1.100000023841858,0.0,0.6781250238418579,0.5150030851364136,0.1875000149011612,9.313225746154785e-08,0.9428049921989441,0.0,1.0,1.0,0.84375,0.59375,0.125,0.0,0.125,0.875,190952,221256,difficulty_dynamic,True,9,8,1,1,25301,29133,2566,2926,69,48,21,46980,54164,True,60,0.008028904054596548,69,0.00923323966278603,0.6838235294117647,0.0,1.0,0.0,1.0,0.6388888888888888,1.0,,,,
1789788245.9789116,rollout,6,7,0.7678571343421936,0.4855041801929474,1.100000023841858,0.0,0.7678571343421936,0.4855041801929474,0.06955357640981674,2.554484801464696e-08,0.7102792859077454,0.4285714328289032,0.5714285969734192,0.5714285969734192,0.8928571343421936,0.6785714030265808,0.5714285969734192,0.4285714328289032,0.1428571492433548,0.4285714328289032,38081,5824,43905,14,0.125,340.00892857142856,0.518750011920929,0.5178940892219543,1.100000023841858,0.0,0.518750011920929,0.5178940892219543,0.12171875685453415,2.9802322387695312e-08,0.9428017139434814,0.0,1.0,1.0,0.8125,0.4375,0.25,0.0,0.25,0.75,229033,265161,difficulty_dynamic,True,14,8,6,2,23763,27515,14318,16390,83,56,27,61298,70554,True,69,0.00923323966278603,83,0.011106650608858558,0.6890243902439024,0.0,1.0,0.0,1.0,0.6785714285714286,1.0,,,,
1789788259.7908082,rollout,7,8,0.875,0.4279695153236389,1.100000023841858,0.0,0.875,0.4279695153236389,0.1275520771741867,6.829699117361088e-08,0.7677701711654663,0.3333333432674408,0.6666666865348816,0.6666666865348816,0.9375,0.78125,0.3333333432674408,0.3333333432674408,0.0,0.6666666865348816,33237,5552,38789,12,0.125,346.21875,0.762499988079071,0.4874618649482727,1.100000023841858,0.0,0.762499988079071,0.4874618649482727,0.19132813811302185,9.313225746154785e-08,0.9428069591522217,0.0,1.0,1.0,0.90625,0.671875,0.0,0.0,0.0,1.0,262270,303950,difficulty_dynamic,True,12,8,4,2,25560,29824,7677,8965,95,64,31,68975,79519,True,83,0.011106650608858558,95,0.012712431419777867,0.6935483870967742,0.0,1.0,0.0,1.0,0.78125,1.0,,,,
1789788278.5963671,rollout,8,9,0.9053572416305542,0.40755021572113037,1.100000023841858,0.0,0.9053572416305542,0.40755021572113037,0.09694196283817291,6.386211737208214e-08,0.710283100605011,0.4285714328289032,0.5714285969734192,0.5714285969734192,0.9285714030265808,0.8125,0.4285714328289032,0.4285714328289032,0.0,0.5714285969734192,38689,6368,45057,11,0.09821428571428571,345.4375,0.7593750357627869,0.4920700490474701,1.100000023841858,0.0,0.7593750357627869,0.4920700490474701,0.1696484386920929,9.685754776000977e-08,0.9428067803382874,0.0,1.0,1.0,0.875,0.671875,0.0,0.0,0.0,1.0,300959,349007,difficulty_dynamic,True,14,8,6,4,23946,27898,14743,17159,109,72,37,83718,96678,True,95,0.012712431419777867,109,0.014585842365850395,0.7106481481481481,0.0,1.0,0.0,1.0,0.8125,1.0,,,,
1789788292.8447046,rollout,9,10,0.6125000715255737,0.5200238227844238,1.100000023841858,0.0,0.6125000715255737,0.5200238227844238,0.10722355544567108,-0.000573095225263387,0.7373515963554382,0.38461539149284363,0.6153846383094788,0.6153846383094788,0.8365384340286255,0.5288461446762085,0.4615384638309479,0.23076923191547394,0.23076923191547394,0.5384615659713745,36827,7104,43931,18,0.17307692307692307,354.1057692307692,0.5703125,0.5184469223022461,1.100000023841858,0.0,0.5703125,0.5184469223022461,0.17423829436302185,4.470348358154297e-08,0.9428039193153381,0.0,1.0,1.0,0.859375,0.484375,0.125,0.0,0.125,0.875,337786,392938,difficulty_dynamic,True,13,8,5,2,23473,27745,13354,16186,122,80,42,97072,112864,True,109,0.014585842365850395,122,0.01632543824434631,0.6900826446280992,0.0,1.0,0.0,1.0,0.5288461538461539,1.0,,,,
