timestamp,event,step,grpo_step,train/loss,train/grad_norm,train/learning_rate,train/policy_entropy,train/response_tokens_in_step,train/step_time,train/elapsed_time,rollout/cumulative_generated_response_tokens,rollout/cumulative_rollout_tokens
1789802824.800167,optimizer_step,0,1,-0.018347719218581915,0.466796875,2e-05,0.16362506369896535,15426,3.432772397994995,9.827381372451782,20583,23783
1789802831.7637353,optimizer_step,1,2,-0.011946299787316667,0.349609375,2e-05,0.2147408558340957,17353,3.1577420234680176,16.790944576263428,37962,43930
1789802841.5139763,optimizer_step,2,3,-0.013168887384716986,0.421875,2e-05,0.3196615411924538,16006,3.1316077709198,26.541194915771484,56130,64930
1789802851.0583262,optimizer_step,3,4,-0.01707667248501212,0.484375,2e-05,0.18995502485018637,14857,3.1839230060577393,36.08553600311279,76566,88886
1789802867.8343635,optimizer_step,4,5,-0.027966519178911013,0.40234375,2e-05,0.38056623266774714,17625,3.3891983032226562,52.86157202720642,110410,129266
1789802876.4804344,optimizer_step,5,6,-0.029340169676655075,0.462890625,2e-05,0.3222045960264036,15425,3.2888739109039307,61.507652759552,127826,149786
1789802885.8298385,optimizer_step,6,7,-0.026034794648704156,0.357421875,2e-05,0.22172466253185688,16552,3.214402914047241,70.85704898834229,146513,171217
1789802892.7086828,optimizer_step,7,8,-0.03611532178679729,0.45703125,2e-05,0.33558616674064917,14884,3.196079730987549,77.73589944839478,161436,188788
1789802906.7709157,optimizer_step,8,9,-0.0327331441085521,0.380859375,2e-05,0.19450980869537038,16099,3.236096143722534,91.79812145233154,188848,221224
1789802920.4430318,optimizer_step,9,10,-0.030516452785767586,0.42578125,2e-05,0.23107605236524503,14302,3.3233964443206787,105.47025036811829,212956,249972
1789802938.880734,optimizer_step,10,11,-0.026501407755948305,0.328125,2e-05,0.19072198713318375,15125,3.224708318710327,123.90794491767883,228119,268079
1789802949.076717,optimizer_step,11,12,-0.03617585573348935,0.412109375,2e-05,0.30633982007231425,16544,3.229348659515381,134.10392808914185,255827,300571
1789802958.5819044,optimizer_step,12,13,-0.03675217326851799,0.33984375,2e-05,0.21515859292365744,15607,3.2918291091918945,143.6091194152832,274004,322324
1789802970.879801,optimizer_step,13,14,-0.035401537073396126,0.400390625,2e-05,0.2013390583322365,15915,3.17553973197937,155.90698647499084,296606,348422
1789802980.5243537,optimizer_step,14,15,-0.05505048806528604,0.5,2e-05,0.31756622643918936,14172,3.1409502029418945,165.5515661239624,318494,373438
1789802992.366069,optimizer_step,15,16,-0.06288619536937014,0.48828125,2e-05,0.33903393459259823,15830,3.1518943309783936,177.3932704925537,346064,405544
1789803004.584577,optimizer_step,16,17,-0.057371989067381474,0.427734375,2e-05,0.21352194968116908,16067,3.207390308380127,189.61179208755493,371948,435844
1789803013.947105,optimizer_step,17,18,-0.05377297207436003,0.462890625,2e-05,0.23458161423225957,15306,3.2469170093536377,198.97431302070618,389343,456359
1789803020.8780973,optimizer_step,18,19,-0.07248137417901533,0.6015625,2e-05,0.274360363104639,15018,3.2686448097229004,205.90530848503113,404397,473973
1789803027.7807243,optimizer_step,19,20,-0.06666333421141946,0.44921875,2e-05,0.17927054406574702,14701,3.2398650646209717,212.8079330921173,419135,491199
1789803048.5724468,optimizer_step,20,21,-0.06374081171630512,0.5546875,2e-05,0.24140909177914122,15006,3.2386271953582764,233.59965777397156,436019,510587
1789803055.4750123,optimizer_step,21,22,-0.05977799212251485,0.392578125,2e-05,0.25458186760606827,16810,3.148895263671875,240.5022280216217,452859,529979
1789803064.8115814,optimizer_step,22,23,-0.05411970387233875,0.380859375,2e-05,0.19687297238665633,15203,3.1416027545928955,249.83879923820496,470979,551379
1789803074.2445917,optimizer_step,23,24,-0.04946293538853775,0.345703125,2e-05,0.20999447274640762,17412,3.145746946334839,259.27179765701294,490767,574383
1789803083.7002916,optimizer_step,24,25,-0.047811832275829365,0.318359375,2e-05,0.17858745515047314,15538,3.2439627647399902,268.7275094985962,509212,596988
1789803093.3196182,optimizer_step,25,26,-0.04773108350823687,0.349609375,2e-05,0.19549209950263818,16137,3.142333745956421,278.34683322906494,530924,622812
1789803102.2264042,optimizer_step,26,27,-0.044132274695837005,0.384765625,2e-05,0.1835772380629945,15534,3.233372211456299,287.253618478775,549522,644978
1789803110.447971,optimizer_step,27,28,-0.04083668493228895,0.388671875,2e-05,0.20418751623472764,14478,3.2095346450805664,295.47518968582153,567100,666124
