timestamp,event,step,grpo_step,train/loss,train/grad_norm,train/learning_rate,train/policy_entropy,train/response_tokens_in_step,train/step_time,train/elapsed_time,rollout/cumulative_generated_response_tokens,rollout/cumulative_rollout_tokens
1789706228.6756084,optimizer_step,0,1,-0.03410195134347305,0.3046875,2e-05,0.28962662939258255,24430,5.2266740798950195,9.72607707977295,24479,28847
1789706238.359688,optimizer_step,1,2,-0.02981514849785814,0.24609375,2e-05,0.22937181398110645,24395,4.871106147766113,19.410151481628418,48920,57912
1789706247.8230586,optimizer_step,2,3,-0.03338981599429265,0.26171875,2e-05,0.26227406667490216,24049,4.9631667137146,28.87352967262268,73023,85391
1789706257.4204836,optimizer_step,3,4,-0.02552710390173039,0.2255859375,2e-05,0.2930442846521335,21970,5.254562854766846,38.47094941139221,95044,112084
1789706266.4780943,optimizer_step,4,5,-0.028855933228250866,0.3359375,2e-05,0.2439965223509168,20160,4.867035865783691,47.52856516838074,115262,135566
1789706275.9089637,optimizer_step,5,6,-0.030024207737544214,0.2353515625,2e-05,0.2197373440282608,24049,4.969849586486816,56.959429025650024,139362,164138
1789706285.22461,optimizer_step,6,7,-0.03276353794637662,0.41796875,2e-05,0.30192779084020177,23239,4.916213512420654,66.27508187294006,162663,191071
1789706294.3768773,optimizer_step,7,8,-0.028999917771345432,0.275390625,2e-05,0.2128260091307932,21023,4.8609278202056885,75.42734146118164,183748,215900
1789706303.8229642,optimizer_step,8,9,-0.025541131100812606,0.1787109375,2e-05,0.18724243155876055,20503,4.771584987640381,84.87343001365662,204313,239529
1789706313.122567,optimizer_step,9,10,-0.022775669330321956,0.251953125,2e-05,0.18339334651255412,23039,4.898895502090454,94.17303442955017,227408,266544
1789706330.863573,optimizer_step,10,11,-0.02534495151686243,0.302734375,2e-05,0.24576281171845973,21952,4.971091985702515,111.91403722763062,249417,292481
1789706340.7456331,optimizer_step,11,12,-0.022657021717642126,0.25,2e-05,0.18280354703022977,23461,4.865475177764893,121.79609727859497,272939,320115
1789706350.129822,optimizer_step,12,13,-0.022087318349446487,0.287109375,2e-05,0.22328906211527014,23519,5.003161430358887,131.18028736114502,296507,348675
1789706359.358226,optimizer_step,13,14,-0.020853007893539652,0.275390625,2e-05,0.2351807446486008,23801,4.827136754989624,140.40869760513306,320365,375837
1789706368.647362,optimizer_step,14,15,-0.01962261463417761,0.1953125,2e-05,0.18352254129706072,23671,4.8414342403411865,149.6978268623352,344095,403367
1789706378.0076225,optimizer_step,15,16,-0.018980463323661295,0.2470703125,2e-05,0.17741932696939514,23479,4.892486095428467,159.05809354782104,367639,431511
1789706387.2667785,optimizer_step,16,17,-0.029173699561228363,0.37109375,2e-05,0.3059518682727269,23174,4.87071681022644,168.31724333763123,390870,458806
1789706396.5667655,optimizer_step,17,18,-0.02959265881831613,0.373046875,2e-05,0.22784774348107298,22950,4.998660326004028,177.61723566055298,413869,485965
1789706405.7450736,optimizer_step,18,19,-0.028440110856097153,0.3125,2e-05,0.17893847915175487,22441,4.842311859130859,186.79553651809692,436368,512216
1789706414.6808991,optimizer_step,19,20,-0.02860774606068271,0.34765625,2e-05,0.19735943526844282,19205,4.8612377643585205,195.73136448860168,455635,534371
